2023-06-09 22:46:08,917 INFO  [background-preinit] o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.0.Final
2023-06-09 22:46:12,465 INFO  [restartedMain] o.s.s.w.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@6a3c250f, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@31f36bb3, org.springframework.security.web.context.SecurityContextHolderFilter@70dfdae7, org.springframework.security.web.header.HeaderWriterFilter@658f9a18, org.springframework.web.filter.CorsFilter@3a44ea35, org.springframework.security.web.authentication.logout.LogoutFilter@460e0486, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@b27ba14, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@5fd71957, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@55f69d84, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@8172fd0, org.springframework.security.web.access.ExceptionTranslationFilter@4db67a0a, org.springframework.security.web.access.intercept.AuthorizationFilter@291b6607]
2023-06-09 22:46:12,952 INFO  [restartedMain] o.s.b.d.a.OptionalLiveReloadServer - LiveReload server is running on port 35729
2023-06-09 22:46:12,965 INFO  [restartedMain] o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8081"]
2023-06-09 22:46:12,978 INFO  [restartedMain] o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 8081 (http) with context path ''
2023-06-09 22:46:12,984 INFO  [restartedMain] c.example.Swipe.Admin.Application - Started Application in 4.29 seconds (process running for 4.84)
2023-06-09 22:46:41,131 INFO  [SpringApplicationShutdownHook] o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
2023-06-09 22:46:41,132 INFO  [SpringApplicationShutdownHook] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
2023-06-09 22:46:41,136 INFO  [SpringApplicationShutdownHook] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
2023-06-14 11:00:48,138 INFO  [background-preinit] o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.0.Final
2023-06-14 11:00:48,183 INFO  [restartedMain] c.example.Swipe.Admin.Application - Starting Application using Java 17.0.6 with PID 11404 (C:\Users\Amir Banov\IdeaProjects\Swipe-Admin\target\classes started by Amir Banov in C:\Users\Amir Banov\IdeaProjects\Swipe-Admin)
2023-06-14 11:00:48,184 INFO  [restartedMain] c.example.Swipe.Admin.Application - No active profile set, falling back to 1 default profile: "default"
2023-06-14 11:00:48,227 INFO  [restartedMain] o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2023-06-14 11:00:48,228 INFO  [restartedMain] o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2023-06-14 11:00:49,033 INFO  [restartedMain] o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2023-06-14 11:00:49,111 INFO  [restartedMain] o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 71 ms. Found 9 JPA repository interfaces.
2023-06-14 11:00:49,684 INFO  [restartedMain] o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8081 (http)
2023-06-14 11:00:49,693 INFO  [restartedMain] o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8081"]
2023-06-14 11:00:49,694 INFO  [restartedMain] o.a.catalina.core.StandardService - Starting service [Tomcat]
2023-06-14 11:00:49,694 INFO  [restartedMain] o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.8]
2023-06-14 11:00:49,753 INFO  [restartedMain] o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2023-06-14 11:00:49,754 INFO  [restartedMain] o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1526 ms
2023-06-14 11:00:49,927 INFO  [restartedMain] o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2023-06-14 11:00:50,002 INFO  [restartedMain] org.hibernate.Version - HHH000412: Hibernate ORM core version 6.1.7.Final
2023-06-14 11:00:50,304 INFO  [restartedMain] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2023-06-14 11:00:50,621 INFO  [restartedMain] com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@4de26914
2023-06-14 11:00:50,623 INFO  [restartedMain] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2023-06-14 11:00:50,683 INFO  [restartedMain] SQL dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQLDialect
2023-06-14 11:00:51,857 INFO  [restartedMain] o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2023-06-14 11:00:51,866 INFO  [restartedMain] o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2023-06-14 11:00:52,392 WARN  [restartedMain] o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2023-06-14 11:00:52,714 INFO  [restartedMain] o.s.s.w.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@6b6dc5e3, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@159bc8d0, org.springframework.security.web.context.SecurityContextHolderFilter@f4830d9, org.springframework.security.web.header.HeaderWriterFilter@398e6492, org.springframework.web.filter.CorsFilter@724fbe60, org.springframework.security.web.authentication.logout.LogoutFilter@e580c0a, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@5f81a6f6, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@4d015b1a, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@7879f6c, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@254a69, org.springframework.security.web.access.ExceptionTranslationFilter@3a03d4f, org.springframework.security.web.access.intercept.AuthorizationFilter@401a3166]
2023-06-14 11:00:53,447 INFO  [restartedMain] o.s.b.d.a.OptionalLiveReloadServer - LiveReload server is running on port 35729
2023-06-14 11:00:53,459 INFO  [restartedMain] o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8081"]
2023-06-14 11:00:53,472 INFO  [restartedMain] o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 8081 (http) with context path ''
2023-06-14 11:00:53,478 INFO  [restartedMain] c.example.Swipe.Admin.Application - Started Application in 5.622 seconds (process running for 6.505)
2023-06-14 11:00:59,782 INFO  [http-nio-8081-exec-1] o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-06-14 11:00:59,782 INFO  [http-nio-8081-exec-1] o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2023-06-14 11:00:59,783 INFO  [http-nio-8081-exec-1] o.s.web.servlet.DispatcherServlet - Completed initialization in 1 ms
2023-06-14 11:01:13,897 WARN  [http-nio-8081-exec-1] o.t.s.p.AbstractStandardFragmentInsertionTagProcessor - [THYMELEAF][http-nio-8081-exec-1][admin/admin_main] Deprecated unwrapped fragment expression "admin.shared/header::header" found in template admin/admin_main, line 12, col 10. Please use the complete syntax of fragment expressions instead ("~{admin.shared/header::header}"). The old, unwrapped syntax for fragment expressions will be removed in future versions of Thymeleaf.
2023-06-14 11:01:13,912 WARN  [http-nio-8081-exec-1] o.t.s.p.AbstractStandardFragmentInsertionTagProcessor - [THYMELEAF][http-nio-8081-exec-1][admin/admin_main] Deprecated unwrapped fragment expression "admin.shared/left_sidebar::left_sidebar" found in template admin/admin_main, line 13, col 10. Please use the complete syntax of fragment expressions instead ("~{admin.shared/left_sidebar::left_sidebar}"). The old, unwrapped syntax for fragment expressions will be removed in future versions of Thymeleaf.
2023-06-14 11:01:13,937 WARN  [http-nio-8081-exec-1] o.t.s.p.AbstractStandardFragmentInsertionTagProcessor - [THYMELEAF][http-nio-8081-exec-1][admin/admin_main] Deprecated unwrapped fragment expression "admin.shared/footer::footer" found in template admin/admin_main, line 136, col 6. Please use the complete syntax of fragment expressions instead ("~{admin.shared/footer::footer}"). The old, unwrapped syntax for fragment expressions will be removed in future versions of Thymeleaf.
2023-06-14 11:01:15,261 INFO  [http-nio-8081-exec-8] c.e.S.A.c.MainHousesPageController - Current page lcd table:0, size:3
2023-06-14 11:01:15,261 INFO  [http-nio-8081-exec-8] c.e.S.A.c.MainHousesPageController - Current page aparment table:0, size:3
2023-06-14 11:01:16,173 INFO  [http-nio-8081-exec-9] c.e.S.A.c.MainUserPageController - Current page client table:0, size:3
2023-06-14 11:01:16,173 INFO  [http-nio-8081-exec-9] c.e.S.A.c.MainUserPageController - Current page contractor table:0, size:3
2023-06-14 11:01:16,173 INFO  [http-nio-8081-exec-9] c.e.S.A.c.MainUserPageController - Current page notary table:0, size:3
2023-06-14 11:01:16,903 INFO  [http-nio-8081-exec-3] c.e.S.A.c.BlackListController - Current page:0, size:3
2023-06-14 11:08:20,581 INFO  [http-nio-8081-exec-5] c.e.S.A.c.BlackListController - Current page:1, size:3
2023-06-14 11:08:21,477 INFO  [http-nio-8081-exec-9] c.e.S.A.c.BlackListController - Current page:2, size:3
2023-06-14 11:08:22,398 INFO  [http-nio-8081-exec-10] c.e.S.A.c.BlackListController - Current page:3, size:3
2023-06-14 11:08:22,765 INFO  [http-nio-8081-exec-3] c.e.S.A.c.BlackListController - Current page:4, size:3
2023-06-14 11:08:23,096 INFO  [http-nio-8081-exec-6] c.e.S.A.c.BlackListController - Current page:5, size:3
2023-06-14 11:08:24,454 INFO  [http-nio-8081-exec-5] c.e.S.A.c.BlackListController - Current page:0, size:3
2023-06-14 11:08:29,769 INFO  [http-nio-8081-exec-9] c.e.S.A.c.BlackListController - Current page:2, size:3
2023-06-14 11:08:30,392 INFO  [http-nio-8081-exec-10] c.e.S.A.c.BlackListController - Current page:1, size:3
2023-06-14 11:08:31,383 INFO  [http-nio-8081-exec-3] c.e.S.A.c.BlackListController - Current page:0, size:3
2023-06-14 11:08:32,718 INFO  [http-nio-8081-exec-6] c.e.S.A.c.BlackListController - Current page:1, size:3
2023-06-14 11:08:34,031 INFO  [http-nio-8081-exec-5] c.e.S.A.c.BlackListController - Current page:2, size:3
2023-06-14 11:08:39,042 INFO  [http-nio-8081-exec-9] c.e.S.A.c.BlackListController - Current page:3, size:3
2023-06-14 11:08:39,580 INFO  [http-nio-8081-exec-10] c.e.S.A.c.BlackListController - Current page:4, size:3
2023-06-14 11:08:40,011 INFO  [http-nio-8081-exec-3] c.e.S.A.c.BlackListController - Current page:5, size:3
2023-06-14 11:08:43,382 INFO  [http-nio-8081-exec-6] c.e.S.A.c.BlackListController - Current page:0, size:3
2023-06-14 11:08:45,336 INFO  [http-nio-8081-exec-5] c.e.S.A.c.BlackListController - Current page:1, size:3
2023-06-14 11:08:45,590 INFO  [http-nio-8081-exec-9] c.e.S.A.c.BlackListController - Current page:2, size:3
2023-06-14 11:08:45,934 INFO  [http-nio-8081-exec-10] c.e.S.A.c.BlackListController - Current page:3, size:3
2023-06-14 11:08:46,943 INFO  [http-nio-8081-exec-3] c.e.S.A.c.BlackListController - Current page:0, size:3
2023-06-14 11:08:48,145 INFO  [http-nio-8081-exec-6] c.e.S.A.c.BlackListController - Current page:0, size:5
2023-06-14 11:08:50,279 INFO  [http-nio-8081-exec-5] c.e.S.A.c.BlackListController - Current page:0, size:10
2023-06-14 11:08:53,685 INFO  [http-nio-8081-exec-9] c.e.S.A.c.BlackListController - Current page:0, size:3
2023-06-14 11:08:55,401 INFO  [http-nio-8081-exec-10] c.e.S.A.c.MainHousesPageController - Current page lcd table:0, size:3
2023-06-14 11:08:55,401 INFO  [http-nio-8081-exec-10] c.e.S.A.c.MainHousesPageController - Current page aparment table:0, size:3
2023-06-14 11:08:57,804 WARN  [http-nio-8081-exec-1] o.t.s.p.AbstractStandardFragmentInsertionTagProcessor - [THYMELEAF][http-nio-8081-exec-1][admin/lcd_edit] Deprecated unwrapped fragment expression "admin.shared/header::header" found in template admin/lcd_edit, line 12, col 8. Please use the complete syntax of fragment expressions instead ("~{admin.shared/header::header}"). The old, unwrapped syntax for fragment expressions will be removed in future versions of Thymeleaf.
2023-06-14 11:08:57,806 WARN  [http-nio-8081-exec-1] o.t.s.p.AbstractStandardFragmentInsertionTagProcessor - [THYMELEAF][http-nio-8081-exec-1][admin/lcd_edit] Deprecated unwrapped fragment expression "admin.shared/left_sidebar::left_sidebar" found in template admin/lcd_edit, line 13, col 8. Please use the complete syntax of fragment expressions instead ("~{admin.shared/left_sidebar::left_sidebar}"). The old, unwrapped syntax for fragment expressions will be removed in future versions of Thymeleaf.
2023-06-14 11:08:57,891 WARN  [http-nio-8081-exec-1] o.t.s.p.AbstractStandardFragmentInsertionTagProcessor - [THYMELEAF][http-nio-8081-exec-1][admin/lcd_edit] Deprecated unwrapped fragment expression "admin.shared/footer::footer" found in template admin/lcd_edit, line 450, col 6. Please use the complete syntax of fragment expressions instead ("~{admin.shared/footer::footer}"). The old, unwrapped syntax for fragment expressions will be removed in future versions of Thymeleaf.
2023-06-14 11:09:01,468 INFO  [http-nio-8081-exec-6] c.e.S.A.controller.PhotosController - Photo, for lcd:4, was add
2023-06-14 11:09:01,504 WARN  [http-nio-8081-exec-10] o.t.s.p.AbstractStandardFragmentInsertionTagProcessor - [THYMELEAF][http-nio-8081-exec-10][admin/lcd_edit] Deprecated unwrapped fragment expression "admin.shared/header::header" found in template admin/lcd_edit, line 12, col 8. Please use the complete syntax of fragment expressions instead ("~{admin.shared/header::header}"). The old, unwrapped syntax for fragment expressions will be removed in future versions of Thymeleaf.
2023-06-14 11:09:01,505 WARN  [http-nio-8081-exec-10] o.t.s.p.AbstractStandardFragmentInsertionTagProcessor - [THYMELEAF][http-nio-8081-exec-10][admin/lcd_edit] Deprecated unwrapped fragment expression "admin.shared/left_sidebar::left_sidebar" found in template admin/lcd_edit, line 13, col 8. Please use the complete syntax of fragment expressions instead ("~{admin.shared/left_sidebar::left_sidebar}"). The old, unwrapped syntax for fragment expressions will be removed in future versions of Thymeleaf.
2023-06-14 11:09:01,513 WARN  [http-nio-8081-exec-10] o.t.s.p.AbstractStandardFragmentInsertionTagProcessor - [THYMELEAF][http-nio-8081-exec-10][admin/lcd_edit] Deprecated unwrapped fragment expression "admin.shared/footer::footer" found in template admin/lcd_edit, line 450, col 6. Please use the complete syntax of fragment expressions instead ("~{admin.shared/footer::footer}"). The old, unwrapped syntax for fragment expressions will be removed in future versions of Thymeleaf.
2023-06-14 11:09:04,871 INFO  [http-nio-8081-exec-6] c.e.S.A.controller.PhotosController - Photo, for lcd:4, was delete
2023-06-14 11:09:04,888 WARN  [http-nio-8081-exec-10] o.t.s.p.AbstractStandardFragmentInsertionTagProcessor - [THYMELEAF][http-nio-8081-exec-10][admin/lcd_edit] Deprecated unwrapped fragment expression "admin.shared/header::header" found in template admin/lcd_edit, line 12, col 8. Please use the complete syntax of fragment expressions instead ("~{admin.shared/header::header}"). The old, unwrapped syntax for fragment expressions will be removed in future versions of Thymeleaf.
2023-06-14 11:09:04,888 WARN  [http-nio-8081-exec-10] o.t.s.p.AbstractStandardFragmentInsertionTagProcessor - [THYMELEAF][http-nio-8081-exec-10][admin/lcd_edit] Deprecated unwrapped fragment expression "admin.shared/left_sidebar::left_sidebar" found in template admin/lcd_edit, line 13, col 8. Please use the complete syntax of fragment expressions instead ("~{admin.shared/left_sidebar::left_sidebar}"). The old, unwrapped syntax for fragment expressions will be removed in future versions of Thymeleaf.
2023-06-14 11:09:04,895 WARN  [http-nio-8081-exec-10] o.t.s.p.AbstractStandardFragmentInsertionTagProcessor - [THYMELEAF][http-nio-8081-exec-10][admin/lcd_edit] Deprecated unwrapped fragment expression "admin.shared/footer::footer" found in template admin/lcd_edit, line 450, col 6. Please use the complete syntax of fragment expressions instead ("~{admin.shared/footer::footer}"). The old, unwrapped syntax for fragment expressions will be removed in future versions of Thymeleaf.
2023-06-14 11:39:52,335 INFO  [SpringApplicationShutdownHook] o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
2023-06-14 11:39:52,348 INFO  [SpringApplicationShutdownHook] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
2023-06-14 11:39:52,356 INFO  [SpringApplicationShutdownHook] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
2023-06-14 17:23:45,803 INFO  [background-preinit] o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.0.Final
2023-06-14 17:23:45,837 INFO  [restartedMain] c.example.Swipe.Admin.Application - Starting Application using Java 17.0.6 with PID 15540 (C:\Users\Amir Banov\IdeaProjects\Swipe-Admin\target\classes started by Amir Banov in C:\Users\Amir Banov\IdeaProjects\Swipe-Admin)
2023-06-14 17:23:45,838 INFO  [restartedMain] c.example.Swipe.Admin.Application - No active profile set, falling back to 1 default profile: "default"
2023-06-14 17:23:45,872 INFO  [restartedMain] o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2023-06-14 17:23:45,872 INFO  [restartedMain] o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2023-06-14 17:23:46,573 INFO  [restartedMain] o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2023-06-14 17:23:46,650 INFO  [restartedMain] o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 69 ms. Found 9 JPA repository interfaces.
2023-06-14 17:23:47,144 INFO  [restartedMain] o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8081 (http)
2023-06-14 17:23:47,151 INFO  [restartedMain] o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8081"]
2023-06-14 17:23:47,152 INFO  [restartedMain] o.a.catalina.core.StandardService - Starting service [Tomcat]
2023-06-14 17:23:47,152 INFO  [restartedMain] o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.8]
2023-06-14 17:23:47,198 INFO  [restartedMain] o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2023-06-14 17:23:47,199 INFO  [restartedMain] o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1326 ms
2023-06-14 17:23:47,324 INFO  [restartedMain] o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2023-06-14 17:23:47,379 INFO  [restartedMain] org.hibernate.Version - HHH000412: Hibernate ORM core version 6.1.7.Final
2023-06-14 17:23:47,600 INFO  [restartedMain] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2023-06-14 17:23:47,864 INFO  [restartedMain] com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@1efe80b4
2023-06-14 17:23:47,865 INFO  [restartedMain] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2023-06-14 17:23:47,915 INFO  [restartedMain] SQL dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQLDialect
2023-06-14 17:23:48,788 INFO  [restartedMain] o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2023-06-14 17:23:48,796 INFO  [restartedMain] o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2023-06-14 17:23:49,263 WARN  [restartedMain] o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2023-06-14 17:23:49,509 INFO  [restartedMain] o.s.s.w.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@451868f4, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@8082b67, org.springframework.security.web.context.SecurityContextHolderFilter@39df00ad, org.springframework.security.web.header.HeaderWriterFilter@3fd6d407, org.springframework.web.filter.CorsFilter@6c21684f, org.springframework.security.web.authentication.logout.LogoutFilter@680eec43, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@306b274, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@320dd22, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@1e797336, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@40b98867, org.springframework.security.web.access.ExceptionTranslationFilter@50a5ea05, org.springframework.security.web.access.intercept.AuthorizationFilter@36e41f3a]
2023-06-14 17:23:50,119 INFO  [restartedMain] o.s.b.d.a.OptionalLiveReloadServer - LiveReload server is running on port 35729
2023-06-14 17:23:50,132 INFO  [restartedMain] o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8081"]
2023-06-14 17:23:50,145 INFO  [restartedMain] o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 8081 (http) with context path ''
2023-06-14 17:23:50,151 INFO  [restartedMain] c.example.Swipe.Admin.Application - Started Application in 4.581 seconds (process running for 5.21)
2023-06-14 17:28:51,378 INFO  [SpringApplicationShutdownHook] o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
2023-06-14 17:28:51,380 INFO  [SpringApplicationShutdownHook] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
2023-06-14 17:28:51,385 INFO  [SpringApplicationShutdownHook] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
2023-06-14 22:44:50,280 INFO  [background-preinit] o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.0.Final
2023-06-14 22:44:50,311 INFO  [restartedMain] c.example.Swipe.Admin.Application - Starting Application using Java 17.0.6 with PID 16432 (C:\Users\Amir Banov\IdeaProjects\Swipe-Admin\target\classes started by Amir Banov in C:\Users\Amir Banov\IdeaProjects\Swipe-Admin)
2023-06-14 22:44:50,312 INFO  [restartedMain] c.example.Swipe.Admin.Application - No active profile set, falling back to 1 default profile: "default"
2023-06-14 22:44:50,343 INFO  [restartedMain] o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2023-06-14 22:44:50,344 INFO  [restartedMain] o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2023-06-14 22:44:50,860 INFO  [restartedMain] o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2023-06-14 22:44:50,928 INFO  [restartedMain] o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 62 ms. Found 9 JPA repository interfaces.
2023-06-14 22:44:51,349 INFO  [restartedMain] o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8081 (http)
2023-06-14 22:44:51,356 INFO  [restartedMain] o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8081"]
2023-06-14 22:44:51,356 INFO  [restartedMain] o.a.catalina.core.StandardService - Starting service [Tomcat]
2023-06-14 22:44:51,356 INFO  [restartedMain] o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.8]
2023-06-14 22:44:51,401 INFO  [restartedMain] o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2023-06-14 22:44:51,401 INFO  [restartedMain] o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1057 ms
